,species,identifier,primary,mutant,heterologous_expression,KC,KC_SD,vC,vC_SD,S,S_SD,KO,KO_SD,vO,vO_95CI_low,vO_95CI_high,vO_reported,vO_SD_reported,kon_C,kon_C_95CI_low,kon_C_95CI_high,kon_O,kon_O_95CI_low,kon_O_95CI_high,KRuBP,KRuBP_SD,temp_C,pH,isoform,taxonomy,note,short_ref,pmid_or_doi,citation
160,Scenedesmus obliquus,obliquus_jordan81,1,0,False,38,3.34,,,63,2,660,86,,,,,,,,,,,,,,25,8.3,1,Green algae,"cites Jordan & Ogren 1981 plant phys for methods, unclear what pKa was used but the 1983 paper seems to be an elaboration of this one and give 6.23",Jordan 1981,https://doi.org/10.1038/291513a7,"Jordan DB, Ogren WL (1981) Species variation in the specificity of ribulose biphosphate carboxylase/oxygenase. Nature 291:513–515."
161,Scenedesmus obliquus,obliquus_savir,0,0,,38,3,,,63,2,660,79,,,,,,,,,,,,,,25,,1,Green algae,,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
162,Flaveria pringlei,pringlei_kubien,1,0,False,12,2.1,3.11,0.2,80.8,1.2,666,28,2.13,1.52,3.33,,,0.259,0.187,0.397,0.0032,0.00231,0.00492,18,1.7,25,8,1,C3 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
163,Flaveria trinervia ,trinervia_kubien,1,0,False,17.9,1.8,4.42,0.15,77,0.8,671,31,2.15,1.74,2.74,,,0.247,0.204,0.311,0.0032,0.00265,0.00405,22.1,1.8,25,8,1,C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
164,Flaveria floridana ,floridana_kubien,1,0,False,13.2,0.4,3.19,0.1,84.5,1.1,686,17,1.96,1.77,2.17,,,0.241,0.221,0.263,0.00286,0.00261,0.00313,12.7,1,25,8,1,C3-C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
165,Flaveria ramosissima ,ramosissima_kubien,1,0,False,12,0.2,2.77,0.12,79.8,1.1,722,5,2.09,1.89,2.29,,,0.231,0.21,0.252,0.00289,0.00262,0.00317,9.4,0.5,25,8,1,C3-C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
166,Flaveria chloraefolia ,chloraefolia_kubien,1,0,False,12.4,2.3,3.35,0.13,81.6,1.3,740,35,2.46,1.75,3.96,,,0.271,0.195,0.433,0.00332,0.00239,0.00534,18.6,1.4,25,8,1,C3-C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
167,Bellerochea cf. horologicalis (CS-874/01),horologicalis_young,1,0,False,50,4,2.1,0.2,,,764,190,,,,,,,,,,,,,,25,8,1,Diatoms,,Young 2016,27129950,"Young, Jodi N., Ana M. C. Heureux, Robert E. Sharwood, Rosalind E. M. Rickaby, François M. M. Morel, and Spencer M. Whitney. 2016. “Large Variation in the Rubisco Kinetics of Diatoms Reveals Diversity among Their Carbon-Concentrating Mechanisms.” Journal of Experimental Botany 67 (11):3445–56."
168,Flaveria sonorensis ,sonorensis_kubien,1,0,False,10.2,1.4,2.69,0.12,84.3,1.4,785,6,2.46,1.89,3.39,,,0.264,0.204,0.364,0.00313,0.00241,0.00434,20.3,0.9,25,8,1,C3-C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
169,Atrichum undulatum,undulatum_galmes,1,0,False,19.2,0.1,3,0.2,,,806,100,,,,,,,,,,,,,,25,8,1,Bryophyte,"Methods refer to Parry J. Ag Sci 2007. Uses 14C bicarb, unclear how CO2 calculated",Galmes 2014b,24689692,"Galmes, J., Kapralov, M. V., Andralojc, P., Conesa, M. À., Keys, A. J., Parry, M. A. J., and Flexas, J. (2014). Expanding knowledge of the Rubisco kinetics variability in plant species: environmental and evolutionary trends. Plant Cell Environ. 37, 1989–2001."
170,Zea mays,mays_jordan81,1,0,False,34,2.99,,,78,3,810,106,,,,,,,,,,,,,,25,8.3,1,C4 plants,"cites Jordan & Ogren 1981 plant phys for methods, unclear what pKa was used but the 1983 paper seems to be an elaboration of this one and give 6.23",Jordan 1981,https://doi.org/10.1038/291513a6,"Jordan DB, Ogren WL (1981) Species variation in the specificity of ribulose biphosphate carboxylase/oxygenase. Nature 291:513–515."
171,Rhodobacter sphaeroides I,rhodopseudomonas_sphaeroides_FI_jordan81,1,0,False,36,3.17,,,62,4,840,109,,,,,,,,,,,,,,25,8.3,1,Alphaproteobacteria,"cites Jordan & Ogren 1981 plant phys for methods, unclear what pKa was used but the 1983 paper seems to be an elaboration of this one and give 6.23. rhodobacter sphaeroides = rhodopseudomonas sphaeroides. ",Jordan 1981,https://doi.org/10.1038/291513a12,"Jordan DB, Ogren WL (1981) Species variation in the specificity of ribulose biphosphate carboxylase/oxygenase. Nature 291:513–515."
172,Rhodobacter sphaeroides I,rhodopseudomonas_sphaeroides_FI_savir,0,0,,36,3,,,62,4,840,100,,,,,,,,,,,,,,25,,1,Alphaproteobacteria,rhodobacter sphaeroides = rhodopseudomonas sphaeroides.,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
173,Flaveria pringlei,pringlei_zhu,,0,,12,2,2.1,0.1,102,2,880,38,1.51,1.1,2.28,,,0.175,0.131,0.264,0.00171,0.00128,0.00258,,,25,,1,C3 plants,,Zhu 1998,,"Zhu G, Jensen RG, Bohnert HJ, Wildner GF, Schlitter J (1998) Dependence of catalysis and CO2/O2 specificity of Rubisco on the carboxy-terminus of the large subunit at different temperatures. Photosynth Res 57:71–79."
174,Flaveria vaginata ,vaginata_kubien,1,0,False,21.4,1.9,3.78,0.54,78.7,1.5,880,49,1.97,1.35,2.74,,,0.177,0.123,0.241,0.00225,0.00156,0.00306,16.9,0.5,25,8,1,C4-like plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
175,Skeletonema marinoi (CCMP 1332),marinoi_young,1,0,False,68,8,3.2,1.1,,,883,346,,,,,,,,,,,,,,25,8,1,Diatoms,,Young 2016,27129950,"Young, Jodi N., Ana M. C. Heureux, Robert E. Sharwood, Rosalind E. M. Rickaby, François M. M. Morel, and Spencer M. Whitney. 2016. “Large Variation in the Rubisco Kinetics of Diatoms Reveals Diversity among Their Carbon-Concentrating Mechanisms.” Journal of Experimental Botany 67 (11):3445–56."
176,Aphanizomenon flos aquae,flos_aquae_jordan81,1,0,False,105,9.23,,,48,2,990,129,,,,,,,,,,,,,,25,8.3,1,Cyanobacteria,"cites Jordan & Ogren 1981 plant phys for methods, unclear what pKa was used but the 1983 paper seems to be an elaboration of this one and give 6.23",Jordan 1981,https://doi.org/10.1038/291513a11,"Jordan DB, Ogren WL (1981) Species variation in the specificity of ribulose biphosphate carboxylase/oxygenase. Nature 291:513–515."
177,Aphanizomenon flos aquae,flos_aquae_savir,0,0,,105,7.3,,,48,2,990,118,,,,,,,,,,,,,,25,,1,Cyanobacteria,,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
178,Coccochloris peniocystis,peniocystis_jordan81,1,0,False,121,10.6,,,47,2,1220,159,,,,,,,,,,,,,,25,8.3,1,Cyanobacteria,"cites Jordan & Ogren 1981 plant phys for methods, unclear what pKa was used but the 1983 paper seems to be an elaboration of this one and give 6.23",Jordan 1981,https://doi.org/10.1038/291513a10,"Jordan DB, Ogren WL (1981) Species variation in the specificity of ribulose biphosphate carboxylase/oxygenase. Nature 291:513–515."
179,Coccochloris peniocystis,peniocystis_savir,0,0,,121,8.5,,,47,2,1220,146,,,,,,,,,,,,,,25,,1,Cyanobacteria,,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
180,Griffithsia monilis,monilis_savir,0,0,,9.3,0.8,2.6,0.1,167,3,,,,,,,,,,,,,,44,3.49,25,8.3,1,Red algae,"From Whitney PlantJ 2001, d13C from tcherkez",Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
181,Griffithsia monilis,monilis_whitney,,0,,9.3,0.8,2.6,0.1,167,3,,,,,,,,,,,,,,44,2,25,,1,Red algae,,Whitney 2001,26662726,"Whitney SM, Baldet P, Hudson GS, Andrews TJ. Form I Rubiscos from non-green algae are expressed abundantly but not assembled in tobacco chloroplasts. Plant J. 2001 Jun;26(5):535-47."
182,Limonium gibertii,gibertii_galmes,1,0,False,,,,,110,3.452568686549973,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
183,Limonium magallufianum,magallufianum_galmes,1,0,False,,,,,106,3.315090838397757,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
184,Spinacia oleracea,oleracea_andrews1985,1,0,False,,,,,105,3,,,,,,,,,,,,,,,,25,8.52,1,C3 plants,Figure 3,Andrews 1985,3921534,"Andrews TJ, Lorimer GH (1985) Catalytic properties of a hybrid between cyanobacterial large subunits and higher plant small subunits of ribulose bisphosphate carboxylase-oxygenase. J Biol Chem. Apr 25; 260(8):4632-6."
185,Arabidopsis thaliana cv. Columbia,thaliana_columbia_walker,,,,,,4.4,0.3,105,7.3,,,,,,,,,,,,,,,,25,,1,C3 plants,vC In vivo,Walker 2013,,"Walker B, Ariza LS, Kaines S, Badger MR, Cousins AB. Temperature response of in vivo Rubisco kinetics and mesophyll conductance in Arabidopsis thaliana: comparisons to Nicotiana tabacum. Plant Cell Environ. 2013 Dec;36(12):2108-19. doi: 10.1111/pce.12166"
186,Urtica membranacea,membranacea_galmes,1,0,False,,,,,102,3.1994844660879393,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
187,Triticum aestivum,aestivum_brooks,1,0,False,,,,,102,3.174488493696627,,,,,,,,,,,,,,,,25,,1,C3 plants,pH and pKa not clear from methods,Brooks 1985,https://doi.org/10.1007/BF00392238,"Brooks A, Farquhar GD. Effect of temperature on the CO2/O 2 specificity of ribulose-1,5-bisphosphate carboxylase/oxygenase and the rate of respiration in the light : Estimates from gas-exchange measurements on spinach. Planta. 1985 Aug;165(3):397-406. doi: 10.1007/BF00392238."
188,Mentha aquatica,aquatica_galmes,1,0,False,,,,,97.2,3.037010645544411,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
189,Pistacia lentiscus,lentiscus_galmes,1,0,False,,,,,97.2,3.037010645544411,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
190,Thalassiosira hyalina,hyalina_haslam,,,,,,,,97,3.4,,,,,,,,,,,,,,,,25,8.2,1,Diatoms,References Parry 1989 for S measurement,Haslam 2005,https://doi.org/10.1007/4-431-31014-2_21,"Haslam RP, Keys AJ, Andralojc PJ, Madgwick PJ, Andersson I, Grimsrud A Eilertsen HC, Parry MAJ. 2005. Specificity of diatom Rubisco. In: Omasa K, Nouchi I, De Kok LJ, eds. Plant Responses to Air Pollution and Global Change. Tokyo: Springer-Verlag, 157–164."
191,Beta maritima ssp. marcosii,maritima_marcosii_galmes,1,0,False,,,,,96.3,3.0088901766041847,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
192,Diplotaxis ibicensis,ibicensis_galmes,1,0,False,,,,,95.6,2.9870187007617868,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
193,Spinacia oleracea,oleracea_yamori,,0,,,,,,94.9,2.964522325609606,,,,,,,,,,,,,,,,25,,1,C3 plants,S calculated from fit equation reported in Fig legend. Raw data not given afaict. ,Yamori 2006,16898026,"Yamori W, Suzuki K, Noguchi K, Nakai M, Terashima I. 2006. Effects of Rubisco kinetics and Rubisco activation state on the temperature dependence of the photosynthetic rate in spinach leaves from contrasting growth temperatures. Plant, Cell and Environment 29, 1659–1670."
194,Rhamnus alaternus,alaternus_galmes,1,0,False,,,,,94.7,2.958898231821561,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
195,Rhamnus ludovici-salvatoris,ludovici_salvatoris_galmes,1,0,False,,,,,94.4,2.949524742174819,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
196,Nicotiana tabacum,tabacum_walker,,,,,,3.3,0.3,94.2,11.7,,,,,,,,,,,,,,,,25,,1,C3 plants,vC In vitro,Walker 2013,,"Walker B, Ariza LS, Kaines S, Badger MR, Cousins AB. Temperature response of in vivo Rubisco kinetics and mesophyll conductance in Arabidopsis thaliana: comparisons to Nicotiana tabacum. Plant Cell Environ. 2013 Dec;36(12):2108-19. doi: 10.1111/pce.12166"
197,Spinacia oleraceahybrid 102,oleracea_hybrid102_brooks,1,0,False,,,,,94.1,2.940151252528077,,,,,,,,,,,,,,,,25,,1,C3 plants,pH and pKa not clear from methods,Brooks 1985,https://doi.org/10.1007/BF00392238,"Brooks A, Farquhar GD. Effect of temperature on the CO2/O 2 specificity of ribulose-1,5-bisphosphate carboxylase/oxygenase and the rate of respiration in the light : Estimates from gas-exchange measurements on spinach. Planta. 1985 Aug;165(3):397-406. doi: 10.1007/BF00392238."
198,Spinacia oleracea,oleracea_uermura,,0,,14.3,1.26,2.6,0.152,93.8,0.8,,,,,,,,,,,,,,,,25,8,1,C3 plants,,Uemura 1997,,"Uemura K, Anwaruzzaman Miyachi S, Yokota A. 1997. Ribulose-1,5-bisphosphate carboxylase/oxygenase from thermophilicred algae with a strong specificity for CO2 fixation. Biochemical and Biophysical Research Communications 233, 568–571."
199,Lysimachia minoricensis,minoricensis_galmes,1,0,False,,,,,93.8,2.9307777628813345,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
200,Hypericum balearicum,balearicum_galmes,1,0,False,,,,,93.6,2.9245287697835067,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
201,Beta maritima ssp. maritima,maritima_maritima_galmes,1,0,False,,,,,92.9,2.902657293941109,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
202,Chaetoceros socialis,socialis_haslam,,0,,,,,,92,2.1,,,,,,,,,,,,,,,,25,8.2,1,Diatoms,References Parry 1989 for S measurement,Haslam 2005,https://doi.org/10.1007/4-431-31014-2_18,"Haslam RP, Keys AJ, Andralojc PJ, Madgwick PJ, Andersson I, Grimsrud A Eilertsen HC, Parry MAJ. 2005. Specificity of diatom Rubisco. In: Omasa K, Nouchi I, De Kok LJ, eds. Plant Responses to Air Pollution and Global Change. Tokyo: Springer-Verlag, 157–164."
203,Flaveria angustifolia ,angustifolia_perdomo,,,,12.5,1.1,2.77,0.05,90.4,2.5,,,,,,,,,,,,,,20.2,0.5,25,,1,C3-C4 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
204,Urtica atrovirens ssp. bianorii,atrovirens_bianorii_galmes,1,0,False,,,,,90.2,2.818295887120431,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
205,Flaveria pringlei,pringlei_galmes,,0,,11.4,1,2.48,0.27,90.1,1.4,,,,,,,,,,,,,,23.6,1.7,25,,1,C3 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
206,Thalassiosira antarctica,antarctica_haslam,,,,,,,,90,3.2,,,,,,,,,,,,,,,,25,8.2,1,Diatoms,References Parry 1989 for S measurement,Haslam 2005,https://doi.org/10.1007/4-431-31014-2_20,"Haslam RP, Keys AJ, Andralojc PJ, Madgwick PJ, Andersson I, Grimsrud A Eilertsen HC, Parry MAJ. 2005. Specificity of diatom Rubisco. In: Omasa K, Nouchi I, De Kok LJ, eds. Plant Responses to Air Pollution and Global Change. Tokyo: Springer-Verlag, 157–164."
207,Triticum aestivum,aestivum_kane,1,0,False,,,,,89.9,1,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940455,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-467"
208,Kundmannia sicula,sicula_galmes,1,0,False,,,,,89.2,2.7870509216312906,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,,Galmes 2005,https://doi.org/10.1111/j.1365-3040.2005.01300.x,"Galmes J, Flexas J, Keys AJ, Cifre J, Mitchell RAC, Madgwick PJ, Haslam RP, Medrano H, Parry MAJ. 2005. Rubisco specificity factor tends to be larger in plant species from drier habitats and in species with persistent leaves. Plant, Cell and Environment 28, 571–579."
209,Triticum aestivum cv. Saratovskaya 29,aestivum_saratovskaya_viil,1,0,False,,,,,88.9,6.8,,,,,,,,,,,,,,,,25,,1,C3 plants,Wheat. See text for leaf temp at measurement. Roughly 25 C.,Viil 2012,https://doi.org/10.1007/s11099-012-0026-6,"J. Viil and H. Ivanova, Specificity factor of Rubisco: estimation in intact leaves by carboxylation at different CO2/O2 ratios, Photosynthetica, June 2012, Volume 50, Issue 2, pp 247–253"
210,Flaveria cronquistii,cronquistii_perdomo,,,,9.7,0.1,2.95,0.1,88.2,1.2,,,,,,,,,,,,,,22.3,1.1,25,,1,C3 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
211,Hordeum vulgare L.,vulgare_viil,1,0,False,,,,,86.9,9.33,,,,,,,,,,,,,,,,25,,1,C3 plants,Barley. See text for leaf temp at measurement. Roughly 25 C.,Viil 2012,https://doi.org/10.1007/s11099-012-0026-6,"J. Viil and H. Ivanova, Specificity factor of Rubisco: estimation in intact leaves by carboxylation at different CO2/O2 ratios, Photosynthetica, June 2012, Volume 50, Issue 2, pp 247–253"
212,Hordeum vulgare cv. Stirling,vulgare_kane,1,0,False,,,,,86.8,1.2,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940456,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-468"
213,Oryza punctata Kotschy,punctata_kane,1,0,False,,,,,85,1.3,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940454,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-466"
214,Flaveria floridana ,floridana_perdomo,,,,11.9,0.2,2.86,0.1,84.3,1.4,,,,,,,,,,,,,,21.9,0.9,25,,1,C3-C4 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
215,Flaveria angustifolia,angustifolia_kubien,1,0,False,13.1,0.1,2.86,0.22,83.2,1,,,,,,,,,,,,,,22.8,3.1,25,8,1,C3-C4 plants,"kcats at pH 8, KMs at 8.1, S points to Kane 1994 which measures at pH 8.3",Kubien 2008,18227079,"Kubien, D. S., Whitney, S. M., Moore, P. V., and Jesson, L. K. (2008). The biochemistry of Rubisco in Flaveria. J. Exp. Bot. 59, 1767–1777."
216,Echinochloa crus-galli,crus_galli_jordan83,1,0,False,18.4,2.1,,,83,3,,,,,,,,,,,,,,,,25,8.3,1,C4 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
217,Spinacia oleracea,oleracea_kane,1,0,False,,,,,82.1,0.8,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940451,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-463"
218,Lycopersicon ensculentum,ensculentum_jordan83,1,0,False,8.2,0.6,,,82,2,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
219,Polypodium aureum,aureum_jordan83,1,0,False,16.1,0.5,,,82,3,,,,,,,,,,,,,,,,25,8.3,1,Fern,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
220,Nicotiana tabacum,tabacum_kane,1,0,False,,,,,81.9,1,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940452,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-464"
